active c. 1896 - 1908
born 1960. Made by Curvet USA.
1908 - 1986. Made from c. 1948 to 1969 by Howard Miller Clock Company
1904 - 1988. Made by Knoll
1894 - 1984
1894 - 1984
1904 - 1988. Made by George Kovacs Lighting
1924 - 2010. Made by General Fireproofing
1988 - present. Made by Knoll
active c. 1896 - 1908
1904 - 1988. Made by George Kovacs Lighting
American
1908 - 1986. Made from c. 1948 to 1969 by Howard Miller Clock Company
1893 - 1998
c. 1900 - c. 1978. Made by Nessen Lamps
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1904 - 1988. Made by George Kovacs Lighting
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
born 1960. Made by Bozart
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
1893 - 1998
born 1960. Made by Umbra
1893 - 1998
born 1960. Made by Umbra
born 1960. Made by Umbra
born 1960. Made by Umbra
born 1960. Made by Curvet USA.
1904 - 1988. Made by George Kovacs Lighting
1904 - 1988. Made by George Kovacs Lighting
1904 - 1988. Made by George Kovacs Lighting
1904 - 1988. Made by George Kovacs Lighting
born 1925. Made by Knoll
1893 - 1998
1893 - 1998
1988 - present. Made by Knoll
1924 - 2010. Made by General Fireproofing
New York
1851 - 1888
Ohio
1851 - 1888
1909 - 2003
1909 - 2003
New York
1909 - 2003
1890 - 1976. Printed by Richard Benson
1890 - 1976. Printed by Richard Benson
1890 - 1976. Printed by Richard Benson
1890 - 1976
1890 - 1976. Printed by Richard Benson
1890 - 1976. Printed by Richard Benson
1890 - 1976. Printed by Richard Benson
1890 - 1976
1890 - 1976
1890 - 1976
1890 - 1976
1890 - 1976
born 1960. Made by Umbra
1890 - 1976
born 1960. Made by Umbra
born 1960. Made by Umbra
born 1960. Made by Umbra
born 1925. Made by Solebury Forge
born 1925. Made for Robert Swid Powell
born 1925
born 1925
born 1925. Made by Alessi S.p.A.
born 1925. Made for Swid Powell
born 1925. Made by Swid Powell
born 1925. Made by Knoll
born 1925. Made by the The Fabric Workshop and Museum
born 1925. Made by The Fabric Workshop and Museum
born 1925. Made by Knoll
born 1925. Made by Swid Powell
born 1925. Made by Swid Powell
born 1925
born 1925. Made by Knoll
1890 - 1976
American
American
1742 - 1831
American
American
1742 - 1831
American
American
1742 - 1831
1745 - 1831
1745 - 1831
1905 - 1986
